Sku	Descrição	Sessão	Sub Sessão	Marca	Fabricante	NCM	Ean13	Peso	Peso com embalagem	Comprimento	Largura	Altura	Foto	Preço	Preço Promocional	Possuí estoque
13521	MOLA SUSP. TRAS. KA GI 1.0/1.3 97/07-99 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat		7898484580926	1510		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13521.jpg	67,34	67,34	S
13522	MOLA SUSP. TRAS. CROSSFOX 05/14 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Volkswagen		7898484582449	1710		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13522.jpg	86,86	86,86	S
13523	MOLA SUSP. DIANT. GOL 2.0 16V C/AR 01-98/... / PARATI / CROSSOVER / TRACK & FIELD SUSP. ELEVADA 1.0 16V/1.6/2.0 8V C/AR 02/... / PARATI 2.0 16V C/AR 01-98/... / SAVEIRO 2.0 16V C/AR 01-98/... (EXCETO SUSP. ELEVADA) (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Volkswagen		7898484582630	1950		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13523.jpg	104,6	104,6	S
13524	MOLA SUSP. DIANT. STRADA 1.5 C/ OU S/AR 02/... (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat		7898484583149	2030		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13524.jpg	86,69	86,69	S
13525	MOLA SUSP. TRAS. TIPO 1.6 2/4 PORTAS 93/97 / TIPO 2.0 SLX 93/97 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat		7898484583217	1890		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13525.jpg	100,59	100,59	S
13526	MOLA SUSP. DIANT. DOBLO ADVENTURE 1.8 02/06 / DOBLO CARGO 1.3 16V/1.8 C/AR 02/06 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat		7898484585181	3570		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13526.jpg	163,53	163,53	S
13527	MOLA SUSP. DIANT. VECTRA 2.0 8V/2.2 8V S/AR 97/01 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	General Motors		7898484582180	2440		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13527.jpg	107,97	107,97	S
13528	MOLA SUSP. DIANT. ESCORT SEDAN SW/GL/GLX ZETEC 1.8 16V S/AR 97/03 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford		7898484580513	2040		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13528.jpg	95,41	95,41	S
13529	MOLA SUSP. DIANT. CROSSFOX 1.6 C/AR 05/14 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Volkswagen	73202010	7898484584832	2120	2120	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13529.jpg	117,24	117,24	N
13530	MOLA SUSP. DIANT. LD PAMPA CHT 1.6 C/AR 86/93 (LD) / PAMPA AP 1.6 / AP 1.8 (LD/LE) C/ OU S/ AR 89/96 (EMBAL. 1 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford		7898484580599	5200		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13530.jpg	184,44	184,44	S
13531	MOLA SUSP. DIANT. LE PAMPA CHT 1.6 C/ AR 86/93 (LE) (EMBAL. 1 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford		7898484580605	5190		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13531.jpg	134,75	134,75	S
13532	MOLA SUSP. DIANT. UNO S/CS/CSL/FURGAO 85/88 / FIORINO PICKUP 88 / PREMIO S/CS/SL/CSL 85/88 / ELBA S/CS/SL/CSL 85/88 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat		7898484583101	2020		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13532.jpg	89,87	89,87	S
13534	MOLA SUSP. TRAS. IDEA 1.4/1.8 (EXCETO ADVENTURE) 05/... (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Fiat	73202010	7898484583552	1970	1970	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13534.jpg	109,65	109,65	S
13535	MOLA SUSP. DIANT. ECOSPORT S/AR 03/12 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford	73202010	7898484580414	1870		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13535.jpg	106,4	106,4	S
13536	MOLA SUSP. DIANT. CARAVAN 4CC S/AR 69/79 / OPALA 4CC S/AR 69/79 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484581121	3490		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13536.jpg	124,36	124,36	S
13538	MOLA SUSP. DIANT. FOCUS GII GLX/GHIA 2.0 C/ OU S/ T.A. 09/13 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford	73202010	7898484585952	2390		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13538.jpg	141,25	141,25	N
13541	MOLA SUSP. DIANT. PICKUP COURIER 1.3/1.4 16V 97/98 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford		7898484580902	2090		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13541.jpg	96,15	96,15	N
13542	MOLA SUSP. DIANT. PALIO WEEKEND 1.0/FIRE 1.3 16V/1.5/1.6 8V C/AR 97/00 / SIENA 1.6 8V/1.5 C/AR E S/DH 98/00 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat		7898484583347	2720		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13542.jpg	93,92	93,92	S
13543	MOLA SUSP. DIANT. LD OMEGA / SUPREMA C/AR / 4CC 2.0/2.2 92/98 (EMBAL. 1 UNID.) - ALLEN	Auto Peças	Molas	Molas	General Motors		7898484582043	3070		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13543.jpg	87,75	87,75	S
13545	MOLA SUSP. TRAS. COROLLA GIII 09/14 (C/ GNV) (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Toyota	73202010	7898484586706	2170	2170	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13545.jpg	137,72	137,72	S
13546	MOLA SUSP. TRAS. OMEGA / SUPREMA 2.0/2.2 4 CIL. / 3.0/4.1 6 CIL. 92/98 / OMEGA 3.8 V6 (AUSTRALIANO) 99/04 (C/ GNV) (EMBAL. 2 PCS) - ALLEN	Auto Peças	Molas	Molas	General Motors		7898484582142	3370		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13546.jpg	158,5	158,5	S
13547	MOLA SUSP. DIANT. BRAVA HGT 1.8 16V C/ OU S/AR 00/03 / MAREA SEDAN/SW/SX/CITY 1.8 16V C/ OU S/AR 00/... (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Fiat	73202010	7898484583422	2760	2760	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13547.jpg	69,86	69,86	S
13548	MOLA SUSP. DIANT. ASTRA HATCH/SEDAN 2.0 8V C/AR E C/T.A. 02/11 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484581251	1870	1870	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13548.jpg	94,28	94,28	S
13553	JUNTA HOMOCINETICA LADO CAMBIO (DESLIZANTE/BOLACHA) KOMBI 1.6 78/97 / KOMBI 98/... / VARIANT II 77/80 MEDIDA: 33 X 100 (ESFERA REFORCADA DE 19,05MM) (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Juntas Homocinéticas	AUTOTEC	Volkswagen	87089990	6972008283645	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13553.jpg	95,93	95,93	S
13555	BANDEJA LE C/PIVO E C/BUCHA FIESTA 03/09 / ECOSPORT C/DH 03/11 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Ford	87089990	6941200083605	5540	5540	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13555.jpg	192,65	192,65	S
13556	BANDEJA LD C/PIVO E C/BUCHA FIESTA 03/09 / ECOSPORT C/DH 03/11 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Ford	87089990	6941200082912	5580	5580	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13556.jpg	165,75	165,75	S
13622	POLIA CORREIA DENTADA TEMPRA 8/ 16V (95/)   N.ORG.7726935	Auto Peças	Tensores E Polias			84835090	7908304859818	600	600	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13622.jpg	27,72	27,72	N
13624	POLIA CORREIA DENTADA TEMPRA 8/ 16V - N.ORG.50.006.132	Auto Peças	Tensores E Polias	Tensores E Polias			7908304859825	370		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13624.jpg	23,09	23,09	S
13637	POLIA TENSIONADORA ALTERNADOR PEUGEOT 205/306 / 405 DIESEL (N.ORIG.5751.14) - NYTRON	Auto Peças	Tensores E Polias	Tensores E Polias			7908304875436	400		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13637.jpg	11,09	11,09	N
13787	TRANSFERIDO PARA 913787 - SENSOR PRESSAO OLEO (CEBOLINHA) TOPIC 94/97 / BESTA 2.2 93/98 / CERES 2.2 93/96 / BONGO K2700 98/05 / H100 93/97 / SPORTAGE DIESEL 95/... - KOREA	Auto Peças	Sensores	Sensores	Asia Motors			10		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13787.jpg	17,3	17,3	N
13787	TRANSFERIDO PARA 913787 - SENSOR PRESSAO OLEO (CEBOLINHA) TOPIC 94/97 / BESTA 2.2 93/98 / CERES 2.2 93/96 / BONGO K2700 98/05 / H100 93/97 / SPORTAGE DIESEL 95/... - KOREA	Auto Peças	Sensores	Sensores	Hyundai			10		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13787.jpg	17,3	17,3	N
13787	TRANSFERIDO PARA 913787 - SENSOR PRESSAO OLEO (CEBOLINHA) TOPIC 94/97 / BESTA 2.2 93/98 / CERES 2.2 93/96 / BONGO K2700 98/05 / H100 93/97 / SPORTAGE DIESEL 95/... - KOREA	Auto Peças	Sensores	Sensores	Kia Motors			10		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13787.jpg	17,3	17,3	N
13834	BRACO OSCILANTE DIANT. INF. FRONTAL LD/LE AUDI A4 / PASSAT ABR-96/... (GRANDE RETO - PIVO GROSSO / PINO GROSSO 20,6MM) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Audi	87089990	6941200086798	1635	1635	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13834.jpg	164,72	164,72	S
13834	BRACO OSCILANTE DIANT. INF. FRONTAL LD/LE AUDI A4 / PASSAT ABR-96/... (GRANDE RETO - PIVO GROSSO / PINO GROSSO 20,6MM) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200086798	1635	1635	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13834.jpg	164,72	164,72	S
13835	BRACO OSCILANTE DIANT. INF. TRAS. LD AUDI A4 / PASSAT ABR-96/... (GRANDE CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Audi	87089990	6941200086804	1915	1915	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13835.jpg	214,05	214,05	S
13835	BRACO OSCILANTE DIANT. INF. TRAS. LD AUDI A4 / PASSAT ABR-96/... (GRANDE CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200086804	1915	1915	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13835.jpg	214,05	214,05	S
13836	BRACO OSCILANTE DIANT. INF. TRAS. LE AUDI A4 / PASSAT ABR-96/... (GRANDE CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Audi	87089990	6941200086811	1915	1915	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13836.jpg	211,03	211,03	S
13836	BRACO OSCILANTE DIANT. INF. TRAS. LE AUDI A4 / PASSAT ABR-96/... (GRANDE CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200086811	1915	1915	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13836.jpg	211,03	211,03	S
13837	BRACO OSCILANTE DIANT. SUP. TRAS. LD AUDI A4 / PASSAT ABR-96/... (PEQUENO CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Audi	87089990	6941200086842	525	525	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13837.jpg	91,73	91,73	S
13837	BRACO OSCILANTE DIANT. SUP. TRAS. LD AUDI A4 / PASSAT ABR-96/... (PEQUENO CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200086842	525	525	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13837.jpg	91,73	91,73	S
13860	PISTAO STD C/ PINO (JG) 205 1.4/ 205XR/ SR/ GR/ 309GL/ XL/ GR/ 405GL/ 75 - MEPI	Auto Peças	Pistões	Pistões			7908304814916	1760		19.00	19,59	9	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13860.jpg	90,46	90,46	N
13903	KIT DE EMBREAGEM ALFA 145 1.8 16V 99/00 / 155 1.7/1.8 TWIN SPARK .../95 / 146 1.8 16V TWIN SPARK .../01 / SPIDER 1.8 16V 95/... DIAM:215 EST:20 - MECARM	Auto Peças	Embreagens	Embreagens	Alfa Romeo		8051499121754	6240		32.00	30	7,5	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13903.jpg	146,09	146,09	N
13933	KIT DE EMBREAGEM (PLATO/DISCO/ROLAMENTO) DUCATO/BOXER/JUMPER 2.5/2.8 ASPIRADA 98/00 CAMBIO: ME/ML (SIST. DE EMPURRAR) DIAM: 230 EST:21 - MECARM	Auto Peças	Embreagens	MECARM	Citroen	87089300	8051499128319	5555	5555	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13933.jpg	484,56	484,56	S
13933	KIT DE EMBREAGEM (PLATO/DISCO/ROLAMENTO) DUCATO/BOXER/JUMPER 2.5/2.8 ASPIRADA 98/00 CAMBIO: ME/ML (SIST. DE EMPURRAR) DIAM: 230 EST:21 - MECARM	Auto Peças	Embreagens	MECARM	Fiat	87089300	8051499128319	5555	5555	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13933.jpg	484,56	484,56	S
13933	KIT DE EMBREAGEM (PLATO/DISCO/ROLAMENTO) DUCATO/BOXER/JUMPER 2.5/2.8 ASPIRADA 98/00 CAMBIO: ME/ML (SIST. DE EMPURRAR) DIAM: 230 EST:21 - MECARM	Auto Peças	Embreagens	MECARM	Peugeot	87089300	8051499128319	5555	5555	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13933.jpg	484,56	484,56	S
14092	KIT DE EMBREAGEM MB180 D (OM606) TDS DIAM: 228 EST:23 - MECARM	Auto Peças	Embreagens	MECARM	Mercedes Benz	87089300	8051499121365	5975	5975	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14092.jpg	629,72	629,72	S
14095	KIT DE EMBREAGEM ACCORD / ODYSSEY 2.2 8V 92/... (ESTRIA GROSSA) DIAM: 225 EST:24 - MECARM	Auto Peças	Embreagens	Embreagens	Honda		8051499120825	5625		30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14095.jpg	503,98	503,98	N
14096	KIT DE EMBREAGEM ELANTRA 1.6 16V 90/95 / SONATA 2.0 94/... / COLT GTI 1.8 16V 94/96 / LANCER 1.8 16V 94/96 / ECLIPSE 2.0 16V 94/96 DIAM: 215 EST:20 ? MECARM	Auto Peças	Embreagens	MECARM	Hyundai	87089300	8051499121310	5460	5460	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14096.jpg	464,91	464,91	S
14096	KIT DE EMBREAGEM ELANTRA 1.6 16V 90/95 / SONATA 2.0 94/... / COLT GTI 1.8 16V 94/96 / LANCER 1.8 16V 94/96 / ECLIPSE 2.0 16V 94/96 DIAM: 215 EST:20 ? MECARM	Auto Peças	Embreagens	MECARM	Mitsubishi	87089300	8051499121310	5460	5460	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14096.jpg	464,91	464,91	S
14097	KIT DE EMBREAGEM AUDI A3 1.6 99/02 / A3 1.8 20V ASP. 99/... / BORA 2.0 8V CONFORTLINE 99/... / GOLF 1.6/ 2.0 NACIONAL C/ MOTOR IMPORT. .../00 / GOLF 2.0 8V NACIONAL .../98 / NEW BEETLE 2.0 98/... DIAM: 215 EST:28 - MECARM	Auto Peças	Embreagens	MECARM		87089300	8051499123277	4920	4920	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14097.jpg	505,13	505,13	S
14119	AMORTECEDOR TRAS. A GAS CITROEN ZX 1.8/1.9/2.0/BREAK (EXC. VOLCANE) TDS / PEUGEOT 306 1.6/1.8/CABRIOLET/GTI 16V (EXC. BREAK PASSION PERUA) 01-93/02-97 / 306 BREAK PASSION PERUA 97/... - CORVEN	Auto Peças	Amortecedores	Amortecedores			7898480902593	1420		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14119.jpg	152,17	152,17	S
14198	KIT DE EMBREAGEM (PLATO/DISCO) MX3 1.6 8V E 16V 91/... / 323 1.6 16V .../94 / SEPHIA 1.6 DOHC / SHUMA 1.6 DOHC DIAM: 200 EST:20 - SECO/SEOJIN	Auto Peças	Embreagens		Kia Motors	87089300	7908304860395	4820		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14198.jpg	384,39	384,39	S
14198	KIT DE EMBREAGEM (PLATO/DISCO) MX3 1.6 8V E 16V 91/... / 323 1.6 16V .../94 / SEPHIA 1.6 DOHC / SHUMA 1.6 DOHC DIAM: 200 EST:20 - SECO/SEOJIN	Auto Peças	Embreagens		Mazda	87089300	7908304860395	4820		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14198.jpg	384,39	384,39	S
14266	KIT DE EMBREAGEM (PLATO/DISCO) VECTRA 2.0 8/16V 96/05 / 2.2 8V/16V 98/05 CAMBIO F18 (SISTEMA USA ATUADOR 18381) DIAM:216 EST:24 - MECARM	Auto Peças	Embreagens	MECARM		87089300	8051499121686	5115	5115	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14266.jpg	360,01	360,01	N
14295	BOMBA DE AGUA CHEROKEE 2.5 4CC 91/00 / GRAN CHEROKEE 4.0 6CC / DAKOTA 2.5 4CC  99 / JEEP WRANGLER 4.0 6CC 96 GASOLINA (POLIA 66 MM) (EMBAL. 12 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Dodge	84133090	6972008280873	1645	1645	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14295.jpg	125,07	125,07	S
14295	BOMBA DE AGUA CHEROKEE 2.5 4CC 91/00 / GRAN CHEROKEE 4.0 6CC / DAKOTA 2.5 4CC  99 / JEEP WRANGLER 4.0 6CC 96 GASOLINA (POLIA 66 MM) (EMBAL. 12 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	JEEP	84133090	6972008280873	1645	1645	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14295.jpg	125,07	125,07	S
14296	BOMBA DE AGUA VITARA 1.6 8/16V 93/98 E SWIFT/BALENO 1.6 16V 95/... (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	Bombas De Água	Suzuki	84133090	6972008280880	875		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14296.jpg	110,12	110,12	S
14299	BOMBA DE AGUA HILUX 2.8 97/01 - 16100-59255 - SCHADEK 20185 (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Toyota	84133090	6972008280903	1280	1280	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14299.jpg	110,71	110,71	S
14301	BOMBA DE AGUA ACCENT 1.5 12V 95/98 / EXCEL 1.5 8V 91/94 (EMBAL. 16 PCS) - AUTOTEC	Auto Peças	Bombas De Água	Bombas De Água	Hyundai			1100		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14301.jpg	107,64	107,64	N
14302	BOMBA DE AGUA CIVIC 1.5 92/96 (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	Bombas De Água	Honda	84133090	6972008280927	705		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14302.jpg	97,92	97,92	N
14304	BOMBA DE AGUA CIVIC 1.6 92/96 (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Honda	84133090	6972008280941	750	750	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14304.jpg	94,33	94,33	S
14325	JUNTA HOMOCINETICA LADO RODA AUDI 100 2.2 TURBO MEDIDA: 26 X 28 X 56 X 98 5 (S/ABS) (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Juntas Homocinéticas	Juntas Homocinéticas	Audi		6972885543948	2590		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14325.jpg	23,11	23,11	N
14332	BOMBA DE AGUA TOWNER .../98 (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Asia Motors	84133090	6972008280958	1160	1160	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14332.jpg	91,99	91,99	S
14333	BOMBA DE AGUA H100 / L300 TDS DIESEL .../98 / L200 GL/GLS (EMBAL. 8 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Hyundai	84133090	6972008280965	2230	2230	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14333.jpg	149,34	149,34	S
14333	BOMBA DE AGUA H100 / L300 TDS DIESEL .../98 / L200 GL/GLS (EMBAL. 8 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Mitsubishi	84133090	6972008280965	2230	2230	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14333.jpg	149,34	149,34	S
14335	BOMBA DE AGUA H100 98/... L200 SPORT/HPE 03/... / HR 2.5 TCI 05/... / K2500 2.5 TCI 07/... 25100-42700 / 25100-42541 (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Hyundai	84133090	6972008280989	2365	2365	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14335.jpg	137,76	137,76	S
14335	BOMBA DE AGUA H100 98/... L200 SPORT/HPE 03/... / HR 2.5 TCI 05/... / K2500 2.5 TCI 07/... 25100-42700 / 25100-42541 (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Kia Motors	84133090	6972008280989	2365	2365	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14335.jpg	137,76	137,76	S
14335	BOMBA DE AGUA H100 98/... L200 SPORT/HPE 03/... / HR 2.5 TCI 05/... / K2500 2.5 TCI 07/... 25100-42700 / 25100-42541 (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Mitsubishi	84133090	6972008280989	2365	2365	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14335.jpg	137,76	137,76	S
14338	RELE DE PARTIDA TOPIC - AUTOTEC	Auto Peças	Diversos	AUTOTEC		87089990	7908304816859	210	210	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14338.jpg	6,01	6,01	S
14346	JUNTA HOMOCINETICA LADO RODA CIVIC 1.6 4CC V-TECH 97/00 MEDIDA: 26 X 32 X 55 X 87 (C/ABS 50 DENTES) (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Juntas Homocinéticas	AUTOTEC	Honda	87089990	6972008283669	2275	2275	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14346.jpg	113,55	113,55	S
14347	JUNTA HOMOCINETICA LADO RODA CIVIC 1.5 94/95 / 1.6 93/95 4CC MEDIDA: 26 X 30 X 55 X 83 (C/ABS 50 DENTES) (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Juntas Homocinéticas	Juntas Homocinéticas	Honda			2120		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14347.jpg	103,65	103,65	N
14351	JUNTA HOMOCINETICA LADO RODA COROLLA 1.6 / 1.8 4CC 00/01 MEDIDA: 26 X 24 X 56 X 83 (C/ABS 48 DENTES) (EMBAL. 10 PCS) - AUTOTEC	Auto Peças	Juntas Homocinéticas	AUTOTEC	Toyota	87089990	6972008283713	2180	2180	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14351.jpg	116,96	116,96	N
14353	JUNTA HOMOCINETICA LADO RODA HILUX 2.8 4CC 4X4 97/01 MEDIDA: 26 X 27 X 60 X 94 (S/ABS) (EMBAL. 6 PCS) - AUTOTEC	Auto Peças	Juntas Homocinéticas	AUTOTEC	Toyota	87089990	6972008283720	3120	3120	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/14353.jpg	146,48	146,48	S
